ledger_id,project_id,sap_cost_center,posting_date,gl_account,amount,doc_type,description,vendor,tax_code,gst_amount,_migration_flag
320,6,CC-PER-06,2026-08-24,GL-6200,665240.0,INV,Raw Materials & Consumables — Perth Data Centre — Stage 1,Saint-Gobain Placo,G11,66510.36,ROUNDING_DIFF
321,6,CC-PER-06,2026-02-21,GL-6400,179300.1,INV,[VARIANCE] Professional & Consulting Fees — Perth Data Centre — Stage 1,Arcadis Australia Pacific,G11,17930.01,OK
322,6,CC-PER-06,2026-10-22,GL-6200,692565.39,INV,[VARIANCE] Raw Materials & Consumables — Perth Data Centre — Stage 1,James Hardie Building Products,G11,69256.54,OK
323,6,CC-PER-06,2026-03-22,GL-6100,831921.48,INV,[VARIANCE] Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Built Environs,G11,83192.15,OK
324,6,CC-PER-06,2026-10-17,GL-6400,51244.31,INV,Professional & Consulting Fees — Perth Data Centre — Stage 1,GHD Advisory,G11,5124.43,OK
325,6,CC-PER-06,2026-03-28,GL-6100,1340866.41,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Hacer Group,G11,134086.64,OK
326,6,CC-PER-06,2026-03-13,GL-6200,579030.26,INV,[VARIANCE] Raw Materials & Consumables — Perth Data Centre — Stage 1,BlueScope Distribution,G11,57903.03,OK
327,6,CC-PER-06,2026-08-28,GL-6500,14350.92,INV,Regulatory Fees & Permit Costs — Perth Data Centre — Stage 1,NSW Planning Department,G12,0.0,OK
328,6,CC-PER-06,2026-03-31,GL-6100,776768.37,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Probuild Constructions,G11,77676.84,OK
329,6,CC-PER-06,2026-07-31,GL-6200,615479.25,INV,Raw Materials & Consumables — Perth Data Centre — Stage 1,James Hardie Building Products,G11,61547.93,OK
330,6,CC-PER-06,2026-12-01,GL-6100,355011.03,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Buxton Construction,G11,35501.1,OK
331,6,CC-PER-06,2026-05-15,GL-5300,101176.76,INV,Equipment & Plant Hire — Perth Data Centre — Stage 1,All Cranes Hire & Sales,G11,10117.68,GL_REMAP
332,6,CC-PER-06,2026-10-16,GL-6100,1192375.36,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,John Holland Group,G11,119237.54,MISSING_IN_NEW
333,6,CC-PER-06,2026-03-23,GL-6200,878349.92,INV,Raw Materials & Consumables — Perth Data Centre — Stage 1,Sika Australia,G11,87834.99,OK
334,6,CC-PER-06,2026-06-15,GL-6100,754785.0,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,John Holland Group,G11,75385.85,ROUNDING_DIFF
335,6,CC-PER-06,2026-02-28,GL-6100,729658.88,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Buxton Construction,G11,72965.89,OK
336,6,CC-PER-06,2026-02-21,GL-6100,957439.64,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Kane Constructions,G11,95743.96,OK
337,6,CC-PER-06,2026-12-10,GL-6400,232777.76,INV,Professional & Consulting Fees — Perth Data Centre — Stage 1,Stantec Consulting,G11,23277.78,OK
338,6,CC-PER-06,2026-07-01,GL-6300,204882.28,INV,Equipment & Plant Hire — Perth Data Centre — Stage 1,Adaptalift Hyster,G11,20488.23,OK
339,6,CC-PER-06,2026-07-15,GL-6200,524552.45,INV,Raw Materials & Consumables — Perth Data Centre — Stage 1,Boral Construction Materials,G11,52455.24,MISSING_IN_NEW
340,6,CC-PER-06,2026-05-26,GL-6100,1438690.85,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Cockram Constructions,G11,143869.09,OK
341,6,CC-PER-06,2026-10-30,GL-6100,200000.0,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Watpac Civil & Mining,G11,20000.0,OK
342,6,CC-PER-06,2026-11-08,GL-6200,715798.86,INV,Raw Materials & Consumables — Perth Data Centre — Stage 1,Saint-Gobain Placo,G11,71579.89,OK
343,6,CC-PER-06,2026-05-18,GL-6100,770128.0,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Hacer Group,G11,76925.67,ROUNDING_DIFF
344,6,CC-PER-06,2026-07-02,GL-6100,629060.92,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Cockram Constructions,G11,62906.09,OK
345,6,CC-PER-06,2026-04-29,GL-6100,678441.29,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Buxton Construction,G11,67844.13,OK
346,6,CC-PER-06,2026-09-23,GL-6100,543153.58,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Probuild Constructions,G11,54315.36,MISSING_IN_NEW
347,6,CC-PER-06,2026-03-24,GL-6400,144624.32,INV,Professional & Consulting Fees — Perth Data Centre — Stage 1,AECOM Australia Pty Ltd,G11,14462.43,OK
348,6,CC-PER-06,2026-03-04,GL-6100,929068.7,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Built Environs,G11,92906.87,OK
349,6,CC-PER-06,2026-10-25,GL-5600,4749.83,INV,Travel & Accommodation — Perth Data Centre — Stage 1,FCm Travel Solutions,G11,474.98,GL_REMAP
350,6,CC-PER-06,2026-09-17,GL-6400,61985.0,INV,Professional & Consulting Fees — Perth Data Centre — Stage 1,Arcadis Australia Pacific,G11,6203.09,ROUNDING_DIFF
351,6,CC-PER-06,2026-12-15,GL-6100,568664.44,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Kapitol Group,G11,56866.44,OK
352,6,CC-PER-06,2026-10-21,GL-6100,439042.56,INV,[VARIANCE] Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Buxton Construction,G11,43904.26,OK
353,6,CC-PER-06,2026-04-24,GL-6100,1092328.44,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Kane Constructions,G11,109232.84,OK
354,6,CC-PER-06,2026-05-02,GL-6600,4818.86,INV,Travel & Accommodation — Perth Data Centre — Stage 1,Mantra on Little Bourke,G11,481.89,OK
355,6,CC-PER-06,2026-11-20,GL-6200,512561.29,INV,Raw Materials & Consumables — Perth Data Centre — Stage 1,Sika Australia,G11,51256.13,OK
356,6,CC-PER-06,2026-10-27,GL-6100,990332.57,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Kapitol Group,G11,99033.26,OK
357,6,CC-PER-06,2026-06-27,GL-6100,722078.42,INV,Direct Labour & Subcontract Costs — Perth Data Centre — Stage 1,Buxton Construction,G11,72207.84,OK
358,6,CC-PER-06,2026-07-13,GL-6300,166288.87,INV,Equipment & Plant Hire — Perth Data Centre — Stage 1,Adaptalift Hyster,G11,16628.89,OK
359,6,CC-PER-06,2026-05-24,GL-6200,180561.4,INV,Raw Materials & Consumables — Perth Data Centre — Stage 1,Rebar Direct Pty Ltd,G11,18056.14,OK
360,6,CC-PER-06,2026-02-27,GL-6300,50933.27,INV,Equipment & Plant Hire — Perth Data Centre — Stage 1,All Cranes Hire & Sales,G11,5093.33,OK
361,1,CC-MEL-01,2026-04-16,GL-6100,832500.0,INV,[VARIANCE] Direct Labour & Subcontract — Collins Arch,Hickory Group,G11,83250.0,OK
362,2,CC-MEL-02,2026-06-12,GL-6200,312000.0,INV,Raw Materials — Victorian Heart Hospital,Holcim Australia Pty Ltd,G11,31200.0,OK
363,3,CC-MEL-03,2026-09-03,GL-6100,1250000.0,INV,Direct Labour — Southbank Precinct Tower C,John Holland Group,G11,125000.0,OK
364,4,CC-MEL-04,2026-08-22,GL-6400,498000.0,INV,[VARIANCE] Professional Fees — Melbourne Metro,AECOM Australia Pty Ltd,G11,49800.0,OK
